,API_NUMBER,TABLE_NAME,WHO,INTERPRET_DATE,FORMATION,THICKNESS,TOP,BOTTOM,LATITUDE,LONGITUDE
1854373,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,"shale greenish, soft, weak, grading to firm, dense",1.7,430.0,431.7,38.932755,-89.688954
1854374,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,"shale light gray, sandy",80.0,260.0,340.0,38.932755,-89.688954
1854375,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,"shale light greenish, soft, weak",0.05,429.3,429.35,38.932755,-89.688954
1854376,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,shale tan & gray,1.5,400.0,401.5,38.932755,-89.688954
1854377,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,shale-slate-black,0.5,170.3,170.8,38.932755,-89.688954
1854378,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,"sharp contact at 446.7', coal w/slightly broken sections-coal #6(446.7-453.1)",3.15,446.7,449.85,38.932755,-89.688954
1854379,121192402800,FORMATION_TOPS,CO,nan,Bankston Fork,,424.0,430.0,38.932755,-89.688954
1854380,121192402800,FORMATION_TOPS,CO,nan,Brereton,,432.0,447.0,38.932755,-89.688954
1854381,121192402800,FORMATION_TOPS,CO,nan,Carlinville Ls,,162.0,167.0,38.932755,-89.688954
1854382,121192402800,FORMATION_TOPS,CO,nan,Glacial Drift,,0.0,55.0,38.932755,-89.688954
1854383,121192402800,FORMATION_TOPS,CO,nan,No 8 Coal,,204.0,206.0,38.932755,-89.688954
1854384,121192402800,FORMATION_TOPS,CO,nan,Piasa,,401.0,408.0,38.932755,-89.688954
1854385,121192402800,FORMATION_TOPS,nan,nan,Danville Coal #7,,414.0,415.0,38.932755,-89.688954
1854386,121192402800,FORMATION_TOPS,nan,nan,Herrin Coal #6,,447.0,453.0,38.932755,-89.688954
732471,120492267600,WFORMATIONS,nan,nan,gry clay,55.0,21.0,76.0,38.935344,-88.663585
732472,120492267600,WFORMATIONS,nan,nan,gry shale,124.0,76.0,200.0,38.935344,-88.663585
732473,120492267600,WFORMATIONS,nan,nan,tan clay,21.0,0.0,21.0,38.935344,-88.663585
2254371,121630225000,FORMATION_TOPS, ,nan,Cypress,,246.0,,38.232369,-89.865308
2254372,121630225000,WFORMATIONS,nan,nan,cement bond log,14.0,265.0,279.0,38.232369,-89.865308
2254373,121630225000,WFORMATIONS,nan,nan,drift,30.0,0.0,30.0,38.232369,-89.865308
2254374,121630225000,WFORMATIONS,nan,nan,gray shale,26.0,200.0,226.0,38.232369,-89.865308
2254375,121630225000,WFORMATIONS,nan,nan,gray shale,40.0,160.0,200.0,38.232369,-89.865308
2254376,121630225000,WFORMATIONS,nan,nan,lime,5.0,65.0,70.0,38.232369,-89.865308
2254377,121630225000,WFORMATIONS,nan,nan,lime,9.0,226.0,235.0,38.232369,-89.865308
2254378,121630225000,WFORMATIONS,nan,nan,lime,20.0,90.0,110.0,38.232369,-89.865308
2254379,121630225000,WFORMATIONS,nan,nan,red shale,25.0,40.0,65.0,38.232369,-89.865308
2254380,121630225000,WFORMATIONS,nan,nan,sand,6.0,259.0,265.0,38.232369,-89.865308
2254381,121630225000,WFORMATIONS,nan,nan,sand,10.0,30.0,40.0,38.232369,-89.865308
2254382,121630225000,WFORMATIONS,nan,nan,sand,14.0,245.0,259.0,38.232369,-89.865308
2254383,121630225000,WFORMATIONS,nan,nan,sandy lime,35.0,125.0,160.0,38.232369,-89.865308
2254384,121630225000,WFORMATIONS,nan,nan,shale,10.0,235.0,245.0,38.232369,-89.865308
2254385,121630225000,WFORMATIONS,nan,nan,shale,15.0,110.0,125.0,38.232369,-89.865308
2254386,121630225000,WFORMATIONS,nan,nan,shale & lime streaks,20.0,70.0,90.0,38.232369,-89.865308
1957159,121272056100,WFORMATIONS,nan,nan,chert,47.0,168.0,215.0,37.226942,-88.777505
1957160,121272056100,WFORMATIONS,nan,nan,clay,42.0,0.0,42.0,37.226942,-88.777505
1957161,121272056100,WFORMATIONS,nan,nan,fine sandy clay & sand,126.0,42.0,168.0,37.226942,-88.777505
1434378,120975235000,WFORMATIONS,nan,nan,blue clay,21.0,14.0,35.0,42.257342,-87.8638
1434379,120975235000,WFORMATIONS,nan,nan,blue clay,118.0,42.0,160.0,42.257342,-87.8638
1434380,120975235000,WFORMATIONS,nan,nan,blue clay & gravel mix,6.0,160.0,166.0,42.257342,-87.8638
1434381,120975235000,WFORMATIONS,nan,nan,brown clay,14.0,0.0,14.0,42.257342,-87.8638
1434382,120975235000,WFORMATIONS,nan,nan,gravel,4.0,166.0,170.0,42.257342,-87.8638
1434383,120975235000,WFORMATIONS,nan,nan,gravel,7.0,35.0,42.0,42.257342,-87.8638
1434384,120975235000,WFORMATIONS,nan,nan,limestone,130.0,170.0,300.0,42.257342,-87.8638
635011,120432687800,WFORMATIONS,nan,nan,gravel,76.0,26.0,102.0,41.969181,-88.039354
635012,120432687800,WFORMATIONS,nan,nan,gray clay,12.0,14.0,26.0,41.969181,-88.039354
635013,120432687800,WFORMATIONS,nan,nan,wh & gray limestone,58.0,102.0,160.0,41.969181,-88.039354
635014,120432687800,WFORMATIONS,nan,nan,yellow clay,6.0,0.0,6.0,41.969181,-88.039354
635015,120432687800,WFORMATIONS,nan,nan,yellow clay & gravel,8.0,6.0,14.0,41.969181,-88.039354
2602122,121910050700,FORMATION_TOPS,nan,nan,Barlow,,2782.0,,38.418223,-88.528956
2602123,121910050700,FORMATION_TOPS,nan,nan,Bethel,,2944.0,,38.418223,-88.528956
2602124,121910050700,FORMATION_TOPS,nan,nan,Clore,,2124.0,,38.418223,-88.528956
2602125,121910050700,FORMATION_TOPS,nan,nan,Cypress,,2792.0,,38.418223,-88.528956
2602126,121910050700,FORMATION_TOPS,nan,nan,Degonia,,2124.0,,38.418223,-88.528956
2602127,121910050700,FORMATION_TOPS,nan,nan,Fredonia,,3125.0,,38.418223,-88.528956
2602128,121910050700,FORMATION_TOPS,nan,nan,Glen Dean,,2588.0,,38.418223,-88.528956
2602129,121910050700,FORMATION_TOPS,nan,nan,Glen Dean Lower,,2600.0,,38.418223,-88.528956
2602130,121910050700,FORMATION_TOPS,nan,nan,Golconda,,2682.0,,38.418223,-88.528956
2602131,121910050700,FORMATION_TOPS,nan,nan,Hardinsburg,,2612.0,,38.418223,-88.528956
2602132,121910050700,FORMATION_TOPS,nan,nan,Kinkaid,,2002.0,,38.418223,-88.528956
2602133,121910050700,FORMATION_TOPS,nan,nan,Kinkaid Lower,,2120.0,,38.418223,-88.528956
2602134,121910050700,FORMATION_TOPS,nan,nan,Menard,,2354.0,,38.418223,-88.528956
2602135,121910050700,FORMATION_TOPS,nan,nan,Menard,,2396.0,,38.418223,-88.528956
2602136,121910050700,FORMATION_TOPS,nan,nan,Paint Creek,,2922.0,,38.418223,-88.528956
2602137,121910050700,FORMATION_TOPS,nan,nan,Palestine,,2306.0,,38.418223,-88.528956
2602138,121910050700,FORMATION_TOPS,nan,nan,Renault Lower,,3054.0,,38.418223,-88.528956
2602139,121910050700,FORMATION_TOPS,nan,nan,Rosiclare,,3060.0,,38.418223,-88.528956
2602140,121910050700,FORMATION_TOPS,nan,nan,Tar Springs,,2520.0,,38.418223,-88.528956
2602141,121910050700,FORMATION_TOPS,nan,nan,Vienna,,2514.0,,38.418223,-88.528956
2602142,121910050700,FORMATION_TOPS,nan,nan,Waltersburg,,2420.0,,38.418223,-88.528956
2510449,121832386600,HWYBRIDGE_LOG,nan,nan,"bedrock, gray shale",4.0,26.5,30.5,40.136493,-87.746571
2510450,121832386600,HWYBRIDGE_LOG,nan,nan,"free water, stiff gray-green clay loam",3.5,21.0,24.5,40.136493,-87.746571
2510451,121832386600,HWYBRIDGE_LOG,nan,nan,"loose fine brown sand, silt lense",4.3,11.0,15.3,40.136493,-87.746571
2510452,121832386600,HWYBRIDGE_LOG,nan,nan,medium gray sandy clay loam alluvium,2.0,19.0,21.0,40.136493,-87.746571
2510453,121832386600,HWYBRIDGE_LOG,nan,nan,medium well graded fine sand,2.0,24.5,26.5,40.136493,-87.746571
2510454,121832386600,HWYBRIDGE_LOG,nan,nan,rock & clay backfill,11.0,0.0,11.0,40.136493,-87.746571
2510455,121832386600,HWYBRIDGE_LOG,nan,nan,soft brown-gray silty clay loam,2.0,15.3,17.3,40.136493,-87.746571
2510456,121832386600,HWYBRIDGE_LOG,nan,nan,soft gray silt loam alluvium,1.7,17.3,19.0,40.136493,-87.746571
2510457,121832386600,WFORMATIONS,nan,nan,bed rock gray shale,4.0,27.0,31.0,40.136493,-87.746571
2510458,121832386600,WFORMATIONS,nan,nan,loose fine brown sand,4.0,11.0,15.0,40.136493,-87.746571
2510459,121832386600,WFORMATIONS,nan,nan,medium gray sandy clay loam alluvium,2.0,19.0,21.0,40.136493,-87.746571
2510460,121832386600,WFORMATIONS,nan,nan,medium well graded fine sand,2.0,25.0,27.0,40.136493,-87.746571
2510461,121832386600,WFORMATIONS,nan,nan,rock & clay backfill,11.0,0.0,11.0,40.136493,-87.746571
2510462,121832386600,WFORMATIONS,nan,nan,soft brown clay silty clay loam,3.0,15.0,18.0,40.136493,-87.746571
2510463,121832386600,WFORMATIONS,nan,nan,soft gray silt loam alluvium,1.0,18.0,19.0,40.136493,-87.746571
2510464,121832386600,WFORMATIONS,nan,nan,stiff gray green clay loam,4.0,21.0,25.0,40.136493,-87.746571
571755,120370051700,WFORMATIONS,nan,nan,"clay, blue",35.0,15.0,50.0,42.00518,-88.680893
571756,120370051700,WFORMATIONS,nan,nan,"clay, red",13.0,2.0,15.0,42.00518,-88.680893
571757,120370051700,WFORMATIONS,nan,nan,"lime, gray",58.0,90.0,148.0,42.00518,-88.680893
571758,120370051700,WFORMATIONS,nan,nan,"lime, white",33.0,169.0,202.0,42.00518,-88.680893
571759,120370051700,WFORMATIONS,nan,nan,sand,15.0,50.0,65.0,42.00518,-88.680893
571760,120370051700,WFORMATIONS,nan,nan,"sand, gray",10.0,80.0,90.0,42.00518,-88.680893
571761,120370051700,WFORMATIONS,nan,nan,"shale, gray",15.0,65.0,80.0,42.00518,-88.680893
571762,120370051700,WFORMATIONS,nan,nan,"shale, green",21.0,148.0,169.0,42.00518,-88.680893
571763,120370051700,WFORMATIONS,nan,nan,top soil,2.0,0.0,2.0,42.00518,-88.680893
747321,120492515800,FORMATION_TOPS,CO,nan,Aux Vases,,2260.0,2299.0,39.121922,-88.579917
747322,120492515800,FORMATION_TOPS,CO,nan,Barlow,,2020.0,2036.0,39.121922,-88.579917
747323,120492515800,FORMATION_TOPS,CO,nan,Cypress Middle,,2066.0,2154.0,39.121922,-88.579917
747324,120492515800,FORMATION_TOPS,CO,nan,Cypress Upper,,2040.0,2043.0,39.121922,-88.579917
747325,120492515800,FORMATION_TOPS,CO,nan,McClosky,,2346.0,2348.0,39.121922,-88.579917
747326,120492515800,FORMATION_TOPS,CO,nan,Renault Lower,,2245.0,2260.0,39.121922,-88.579917
747327,120492515800,FORMATION_TOPS,CO,nan,Rosiclare,,2320.0,2334.0,39.121922,-88.579917
747328,120492515800,FORMATION_TOPS,CO,nan,Salem,,2741.0,,39.121922,-88.579917
747329,120492515800,FORMATION_TOPS,CO,nan,Salem,,2752.0,2758.0,39.121922,-88.579917
747330,120492515800,FORMATION_TOPS,CO,nan,St Louis,,2442.0,,39.121922,-88.579917
747331,120492515800,FORMATION_TOPS,CO,nan,Ste Genevieve,,2307.0,,39.121922,-88.579917
3015466,130833530300,WFORMATIONS,nan,nan,coarse clean lt br sandstone,53.0,23.0,76.0,38.566217,-87.555574
3015467,130833530300,WFORMATIONS,nan,nan,coarse clean lt gr sandstone,76.0,30.0,106.0,38.566217,-87.555574
3015468,130833530300,WFORMATIONS,nan,nan,fine red sand,26.0,6.0,32.0,38.566217,-87.555574
3015469,130833530300,WFORMATIONS,nan,nan,sand topsoil,0.0,13.0,13.0,38.566217,-87.555574
3015470,130833530300,WFORMATIONS,nan,nan,sandy br clay,13.0,13.0,26.0,38.566217,-87.555574
3015471,130833530300,WFORMATIONS,nan,nan,sh,106.0,3.0,109.0,38.566217,-87.555574
3015472,130833530300,WFORMATIONS,nan,nan,silty yel clay,32.0,15.0,47.0,38.566217,-87.555574
3015473,130833530300,WFORMATIONS,nan,nan,soft red sandstone,47.0,6.0,53.0,38.566217,-87.555574
2349596,121670054700,WFORMATIONS,nan,nan,"cl sh,lgt grn-gry,f,wk,sft,wkly calc",2.0,32.0,34.0,39.831837,-89.643421
2349597,121670054700,WFORMATIONS,nan,nan,"cl sh,lgt gry,sft,f,slpfrac,wk,stig",1.0,29.0,30.0,39.831837,-89.643421
2349598,121670054700,WFORMATIONS,nan,nan,"cl sh,lgt gry,sft,f,wk",2.0,30.0,32.0,39.831837,-89.643421
2349599,121670054700,WFORMATIONS,nan,nan,"cl sh,med/dk gry,f,prly lamd,vy fosf;shl",1.0,25.0,26.0,39.831837,-89.643421
2349600,121670054700,WFORMATIONS,nan,nan,coal removed according to note in corebx,1.0,28.0,29.0,39.831837,-89.643421
2349601,121670054700,WFORMATIONS,nan,nan,"ls,vy argil dk gry,fairly hd,vy fosf;shl",2.0,26.0,28.0,39.831837,-89.643421
2349602,121670054700,WFORMATIONS,nan,nan,"sh,lgt gry,prly lamd,hkly,(unctious)",24.0,0.0,24.0,39.831837,-89.643421
2349603,121670054700,WFORMATIONS,nan,nan,"sh,med gry,sft,unctious,fairly wl lamd",1.0,24.0,25.0,39.831837,-89.643421
1218727,120930026600,WFORMATIONS,nan,nan,clay,20.0,0.0,20.0,41.502501,-88.352607
1218728,120930026600,WFORMATIONS,nan,nan,dirty gravel,3.0,20.0,23.0,41.502501,-88.352607
1218729,120930026600,WFORMATIONS,nan,nan,limestone,30.0,55.0,85.0,41.502501,-88.352607
1218730,120930026600,WFORMATIONS,nan,nan,shale,32.0,23.0,55.0,41.502501,-88.352607
920128,120650204900,FORMATION_TOPS,nan,nan,Aux Vases,,3340.0,3358.0,38.131052,-88.419496
920129,120650204900,FORMATION_TOPS,nan,nan,Barlow,,2987.0,2995.0,38.131052,-88.419496
920130,120650204900,FORMATION_TOPS,nan,nan,Benoist,,3196.0,3248.0,38.131052,-88.419496
920131,120650204900,FORMATION_TOPS,nan,nan,Cypress,,3060.0,,38.131052,-88.419496
920132,120650204900,FORMATION_TOPS,nan,nan,Glen Dean,,2741.0,2754.0,38.131052,-88.419496
920133,120650204900,FORMATION_TOPS,nan,nan,Golconda,,2853.0,2930.0,38.131052,-88.419496
920134,120650204900,FORMATION_TOPS,nan,nan,Paint Creek,,3189.0,3196.0,38.131052,-88.419496
920135,120650204900,FORMATION_TOPS,nan,nan,Renault Upper,,3248.0,3294.0,38.131052,-88.419496
920136,120650204900,FORMATION_TOPS,nan,nan,Tar Springs,,2653.0,2724.0,38.131052,-88.419496
1678188,121113379700,WFORMATIONS,nan,nan,blue clay,52.0,52.0,104.0,42.221892,-88.226577
1678189,121113379700,WFORMATIONS,nan,nan,limestone at,0.0,222.0,222.0,42.221892,-88.226577
1678190,121113379700,WFORMATIONS,nan,nan,red clay,87.0,131.0,218.0,42.221892,-88.226577
1678191,121113379700,WFORMATIONS,nan,nan,sand & gravel,4.0,218.0,222.0,42.221892,-88.226577
1678192,121113379700,WFORMATIONS,nan,nan,sand & gravel,27.0,104.0,131.0,42.221892,-88.226577
1678193,121113379700,WFORMATIONS,nan,nan,sand & gravel,46.0,6.0,52.0,42.221892,-88.226577
1678194,121113379700,WFORMATIONS,nan,nan,sandy brown clay,6.0,0.0,6.0,42.221892,-88.226577
822428,120552346400,FORMATION_TOPS,nan,nan,Aux Vases,,2772.0,2810.0,38.004088,-88.941675
822429,120552346400,FORMATION_TOPS,nan,nan,Barlow,,2484.0,2496.0,38.004088,-88.941675
822430,120552346400,FORMATION_TOPS,nan,nan,Benoist,,2730.0,2750.0,38.004088,-88.941675
822431,120552346400,FORMATION_TOPS,nan,nan,Cypress,,2508.0,,38.004088,-88.941675
822432,120552346400,FORMATION_TOPS,nan,nan,Glen Dean Lower,,2208.0,,38.004088,-88.941675
822433,120552346400,FORMATION_TOPS,nan,nan,Golconda,,2340.0,,38.004088,-88.941675
822434,120552346400,FORMATION_TOPS,nan,nan,Hardinsburg,,2246.0,,38.004088,-88.941675
822435,120552346400,FORMATION_TOPS,nan,nan,McClosky,,2910.0,2930.0,38.004088,-88.941675
822436,120552346400,FORMATION_TOPS,nan,nan,Ohara,,2822.0,2828.0,38.004088,-88.941675
822437,120552346400,FORMATION_TOPS,nan,nan,Paint Creek,,2704.0,2708.0,38.004088,-88.941675
822438,120552346400,FORMATION_TOPS,nan,nan,Renault,,2768.0,2770.0,38.004088,-88.941675
822439,120552346400,FORMATION_TOPS,nan,nan,Rosiclare,,2870.0,2880.0,38.004088,-88.941675
822440,120552346400,FORMATION_TOPS,nan,nan,Salem,,3300.0,,38.004088,-88.941675
822441,120552346400,FORMATION_TOPS,nan,nan,St Louis,,3000.0,,38.004088,-88.941675
822442,120552346400,FORMATION_TOPS,nan,nan,Ste Genevieve,,2814.0,,38.004088,-88.941675
822443,120552346400,FORMATION_TOPS,nan,nan,Warsaw,,3600.0,3638.0,38.004088,-88.941675
2466079,121792436900,HWYBRIDGE_LOG,nan,nan,brown fine sand,9.0,12.0,21.0,40.620446,-89.615197
2466080,121792436900,HWYBRIDGE_LOG,nan,nan,brown silty fine sand,3.0,9.0,12.0,40.620446,-89.615197
2466081,121792436900,HWYBRIDGE_LOG,nan,nan,brown silty fine to medium sand,2.0,7.0,9.0,40.620446,-89.615197
2466082,121792436900,HWYBRIDGE_LOG,nan,nan,dark brown organic sandy silt,1.0,0.0,1.0,40.620446,-89.615197
2466083,121792436900,HWYBRIDGE_LOG,nan,nan,dark brown silt some fine sand,6.0,1.0,7.0,40.620446,-89.615197
1053852,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,Above plus brown crystalline fossiliferous lime,5.0,2700.0,2705.0,38.449136,-88.807596
1053853,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,Above plus brown crystalline fossiliferous lime,5.0,3245.0,3250.0,38.449136,-88.807596
1053854,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,Above plus brown crystalline fossiliferous lime,5.0,3300.0,3305.0,38.449136,-88.807596
1053855,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,Above plus brown crystalline fossiliferous lime,25.0,3215.0,3240.0,38.449136,-88.807596
1053856,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Above plus brown crystalline fossiliferous lime, few oolites",5.0,3030.0,3035.0,38.449136,-88.807596
1053857,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,Above plus brown crystalline lime,5.0,2800.0,2805.0,38.449136,-88.807596
1053858,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,Above plus brown dense lime,5.0,3115.0,3120.0,38.449136,-88.807596
1053859,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,Above plus gray and green shale,5.0,2685.0,2690.0,38.449136,-88.807596
1053860,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,Above plus gray calcareous sand,5.0,2715.0,2720.0,38.449136,-88.807596
1053861,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,Above plus gray dense lime,7.0,2740.0,2747.0,38.449136,-88.807596
1053862,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,Above plus gray dolomitic lime,10.0,2830.0,2840.0,38.449136,-88.807596
1053863,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,Above plus green and gray shale,10.0,2605.0,2615.0,38.449136,-88.807596
1053864,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,Above plus green shale,20.0,2635.0,2655.0,38.449136,-88.807596
1053865,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,Above plus tan fossiliferous lime,5.0,2660.0,2665.0,38.449136,-88.807596
1053866,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Above plus tan oolitic lime, fluorescence, odor, slight show of oil and gas",5.0,2735.0,2740.0,38.449136,-88.807596
1053867,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Above plus tan oolitic lime, some fluorescence",5.0,2720.0,2725.0,38.449136,-88.807596
1053868,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Above, calcareous",5.0,2655.0,2660.0,38.449136,-88.807596
1053869,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Above, chalky",5.0,2955.0,2960.0,38.449136,-88.807596
1053870,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Above, chalky",5.0,3275.0,3280.0,38.449136,-88.807596
1053871,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Above, chalky",5.0,3350.0,3355.0,38.449136,-88.807596
1053872,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Above, chalky",5.0,3430.0,3435.0,38.449136,-88.807596
1053873,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Above, chalky",10.0,3290.0,3300.0,38.449136,-88.807596
1053874,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Above, cherty",10.0,2815.0,2825.0,38.449136,-88.807596
1053875,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Above, cherty",10.0,2915.0,2925.0,38.449136,-88.807596
1053876,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Above, cherty",15.0,2780.0,2795.0,38.449136,-88.807596
1053877,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Above, cherty, fluorescence, lite odor",5.0,2960.0,2965.0,38.449136,-88.807596
1053878,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Above, dolomitic",5.0,2825.0,2830.0,38.449136,-88.807596
1053879,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Above, dull fluorescence, slight odor",5.0,3260.0,3265.0,38.449136,-88.807596
1053880,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Above, fluorescence, odor",5.0,3175.0,3180.0,38.449136,-88.807596
1053881,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Above, fluorescence, odor, slight show of oil",5.0,3270.0,3275.0,38.449136,-88.807596
1053882,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Above, fossiliferous",5.0,3330.0,3335.0,38.449136,-88.807596
1053883,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Above, fossiliferous",10.0,3310.0,3320.0,38.449136,-88.807596
1053884,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Above, fractured",10.0,2890.0,2900.0,38.449136,-88.807596
1053885,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Above, little chalky",20.0,3375.0,3395.0,38.449136,-88.807596
1053886,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Above, no chert",5.0,2925.0,2930.0,38.449136,-88.807596
1053887,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Above, no fluorescence",5.0,3170.0,3175.0,38.449136,-88.807596
1053888,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Above, no fluorescence",10.0,3280.0,3290.0,38.449136,-88.807596
1053889,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Above, no show of oil, cherty",5.0,2885.0,2890.0,38.449136,-88.807596
1053890,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Above, odor, very slight show of oil and gas",5.0,2880.0,2885.0,38.449136,-88.807596
1053891,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Above, scattered oolites",5.0,3265.0,3270.0,38.449136,-88.807596
1053892,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Above, show of oil anad gas",10.0,3185.0,3195.0,38.449136,-88.807596
1053893,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Above, slight show of oil and gas",5.0,3180.0,3185.0,38.449136,-88.807596
1053894,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Above, slightly dolomitic",5.0,3105.0,3110.0,38.449136,-88.807596
1053895,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Above, slightly dolomitic",10.0,2930.0,2940.0,38.449136,-88.807596
1053896,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Above, slightly dolomitic",10.0,3355.0,3365.0,38.449136,-88.807596
1053897,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Above, some dull fluorescence",5.0,2940.0,2945.0,38.449136,-88.807596
1053898,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,Brown and gray dolomitic lime,15.0,2845.0,2860.0,38.449136,-88.807596
1053899,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,Brown crystalline fossiliferous lime,5.0,3110.0,3115.0,38.449136,-88.807596
1053900,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,Brown crystalline fossiliferous lime,5.0,3345.0,3350.0,38.449136,-88.807596
1053901,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,Brown crystalline fossiliferous lime,10.0,2675.0,2685.0,38.449136,-88.807596
1053902,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,Brown crystalline fossiliferous lime,10.0,3335.0,3345.0,38.449136,-88.807596
1053903,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,Brown crystalline fossiliferous lime and dolomitic,10.0,3035.0,3045.0,38.449136,-88.807596
1053904,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Brown crystalline fossiliferous lime, few oolites",10.0,2805.0,2815.0,38.449136,-88.807596
1053905,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Brown crystalline fossiliferous lime, few oolites, no show of oil",5.0,3065.0,3070.0,38.449136,-88.807596
1053906,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Brown crystalline fossiliferous lime, scattered oolites",5.0,3150.0,3155.0,38.449136,-88.807596
1053907,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Brown crystalline fossiliferous lime, scattered oolites",5.0,3200.0,3205.0,38.449136,-88.807596
1053908,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Brown crystalline fossiliferous lime, scattered oolites",5.0,3250.0,3255.0,38.449136,-88.807596
1053909,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Brown crystalline fossiliferous oolitic lime, dull fluorescence",10.0,3045.0,3055.0,38.449136,-88.807596
1053910,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,Brown dense lime,5.0,3120.0,3125.0,38.449136,-88.807596
1053911,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,Brown dolomitic lime,5.0,2840.0,2845.0,38.449136,-88.807596
1053912,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,Brown dolomitic lime,5.0,3020.0,3025.0,38.449136,-88.807596
1053913,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,Brown dolomitic lime,5.0,3240.0,3245.0,38.449136,-88.807596
1053914,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,Brown dolomitic lime,5.0,3305.0,3310.0,38.449136,-88.807596
1053915,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,Brown dolomitic lime,5.0,3440.0,3445.0,38.449136,-88.807596
1053916,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,Brown dolomitic lime,20.0,3395.0,3415.0,38.449136,-88.807596
1053917,120812341600,DESCRIPTIONS,CO,12/24/1980 0:00:00,"Brown dolomitic lime, chalky",5.0,3325.0,3330.0,38.449136,-88.807596
