,API_NUMBER,TABLE_NAME,WHO,INTERPRET_DATE,FORMATION,THICKNESS,TOP,BOTTOM,LATITUDE,LONGITUDE
615671,120410068000,WFORMATIONS,nan,nan,"dol,wh,ptly vugy,chty",118.0,0.0,118.0,39.809712,-88.266917
615672,120410068000,WFORMATIONS,nan,nan,"dol,wh/gry/bf,vugy,O stn,vy slgtly sy",2.0,118.0,120.0,39.809712,-88.266917
615673,120410068000,WFORMATIONS,nan,nan,no samples(120-211'),91.0,120.0,211.0,39.809712,-88.266917
501258,120314827800,WFORMATIONS,nan,nan,clay,4.0,0.0,4.0,41.786732,-87.58527
501259,120314827800,WFORMATIONS,nan,nan,hard gray clay,5.0,64.0,69.0,41.786732,-87.58527
501260,120314827800,WFORMATIONS,nan,nan,limestone,22.0,80.0,102.0,41.786732,-87.58527
501261,120314827800,WFORMATIONS,nan,nan,limestone w/ streaks of silty sandstone,99.0,406.0,505.0,41.786732,-87.58527
501262,120314827800,WFORMATIONS,nan,nan,sand,5.0,4.0,9.0,41.786732,-87.58527
501263,120314827800,WFORMATIONS,nan,nan,sandy clay w/ gravel,11.0,69.0,80.0,41.786732,-87.58527
501264,120314827800,WFORMATIONS,nan,nan,sandy limstone,304.0,102.0,406.0,41.786732,-87.58527
501265,120314827800,WFORMATIONS,nan,nan,silty clay,55.0,9.0,64.0,41.786732,-87.58527
1760691,121132299100,WFORMATIONS,nan,nan,blue clay,63.0,11.0,74.0,40.38413,-88.866388
1760692,121132299100,WFORMATIONS,nan,nan,sand,16.0,74.0,90.0,40.38413,-88.866388
1760693,121132299100,WFORMATIONS,nan,nan,top soil,2.0,0.0,2.0,40.38413,-88.866388
1760694,121132299100,WFORMATIONS,nan,nan,yellow clay,9.0,2.0,11.0,40.38413,-88.866388
1782371,121132508600,WFORMATIONS,nan,nan,black clay,3.0,0.0,3.0,40.422867,-88.553707
1782372,121132508600,WFORMATIONS,nan,nan,gravel,1.0,183.0,184.0,40.422867,-88.553707
1782373,121132508600,WFORMATIONS,nan,nan,gravel,1.0,297.0,298.0,40.422867,-88.553707
1782374,121132508600,WFORMATIONS,nan,nan,gravel,17.0,321.0,338.0,40.422867,-88.553707
1782375,121132508600,WFORMATIONS,nan,nan,gravel & gray clay,1.0,106.0,107.0,40.422867,-88.553707
1782376,121132508600,WFORMATIONS,nan,nan,gray clay,17.0,280.0,297.0,40.422867,-88.553707
1782377,121132508600,WFORMATIONS,nan,nan,gray clay,23.0,298.0,321.0,40.422867,-88.553707
1782378,121132508600,WFORMATIONS,nan,nan,gray clay,36.0,234.0,270.0,40.422867,-88.553707
1782379,121132508600,WFORMATIONS,nan,nan,gray clay,43.0,184.0,227.0,40.422867,-88.553707
1782380,121132508600,WFORMATIONS,nan,nan,gray clay,76.0,107.0,183.0,40.422867,-88.553707
1782381,121132508600,WFORMATIONS,nan,nan,gray clay,90.0,16.0,106.0,40.422867,-88.553707
1782382,121132508600,WFORMATIONS,nan,nan,green clay,7.0,227.0,234.0,40.422867,-88.553707
1782383,121132508600,WFORMATIONS,nan,nan,sandy gray clay,10.0,270.0,280.0,40.422867,-88.553707
1782384,121132508600,WFORMATIONS,nan,nan,yellow clay,13.0,3.0,16.0,40.422867,-88.553707
1077256,120850033200,WFORMATIONS,nan,nan,Galena Platteville lime,3.0,255.0,258.0,42.41701,-89.931923
1077257,120850033200,WFORMATIONS,nan,nan,"dol,argil,f/crs;scttrd rd brn sh ptgs",134.0,66.0,200.0,42.41701,-89.931923
1077258,120850033200,WFORMATIONS,nan,nan,"dolomite,slgtly chty,lgt brnsh gry,f/crs",55.0,200.0,255.0,42.41701,-89.931923
1077259,120850033200,WFORMATIONS,nan,nan,hard gray rock,15.0,50.0,65.0,42.41701,-89.931923
1077260,120850033200,WFORMATIONS,nan,nan,sandy blue clay,20.0,30.0,50.0,42.41701,-89.931923
1077261,120850033200,WFORMATIONS,nan,nan,"shale,dolc,tough,depauperate fossils",1.0,65.0,66.0,42.41701,-89.931923
1077262,120850033200,WFORMATIONS,nan,nan,soil,5.0,0.0,5.0,42.41701,-89.931923
1077263,120850033200,WFORMATIONS,nan,nan,yellow clay,25.0,5.0,30.0,42.41701,-89.931923
2419732,121770023700,WFORMATIONS,nan,nan,abstract,15.0,180.0,195.0,42.34322,-89.877428
2419733,121770023700,WFORMATIONS,nan,nan,abstract,15.0,195.0,210.0,42.34322,-89.877428
2419734,121770023700,WFORMATIONS,nan,nan,"dol,sty,sy,argil,spkld,gry,f/med(Ion bl)",15.0,210.0,225.0,42.34322,-89.877428
2419735,121770023700,WFORMATIONS,nan,nan,"dolomite,cherty,lgt brnsh gry,f/med,por",60.0,120.0,180.0,42.34322,-89.877428
2419736,121770023700,WFORMATIONS,nan,nan,"dolomite,light brownish gray,f/med,por",45.0,75.0,120.0,42.34322,-89.877428
2419737,121770023700,WFORMATIONS,nan,nan,"dolomite,tan,fine to medium porous",60.0,15.0,75.0,42.34322,-89.877428
2419738,121770023700,WFORMATIONS,nan,nan,no samples,15.0,0.0,15.0,42.34322,-89.877428
1131866,120892902500,WFORMATIONS,nan,nan,clay,8.0,0.0,8.0,41.97684,-88.302072
1131867,120892902500,WFORMATIONS,nan,nan,clay,18.0,12.0,30.0,41.97684,-88.302072
1131868,120892902500,WFORMATIONS,nan,nan,sand gravel,4.0,8.0,12.0,41.97684,-88.302072
1131869,120892902500,WFORMATIONS,nan,nan,sand gravel,72.0,30.0,102.0,41.97684,-88.302072
1210310,120912664200,WFORMATIONS,nan,nan,gravel clay,44.0,25.0,69.0,41.107137,-87.757055
1210311,120912664200,WFORMATIONS,nan,nan,limestone,431.0,69.0,500.0,41.107137,-87.757055
1210312,120912664200,WFORMATIONS,nan,nan,sand,25.0,0.0,25.0,41.107137,-87.757055
1909690,121212589900,FORMATION_TOPS, ,nan,Aux Vases,,2380.0,,38.636273,-88.905481
1909691,121212589900,FORMATION_TOPS, ,nan,Barlow,,2060.0,,38.636273,-88.905481
1909692,121212589900,FORMATION_TOPS, ,nan,Benoist,,2330.0,,38.636273,-88.905481
1909693,121212589900,FORMATION_TOPS, ,nan,Bethel,,2221.0,,38.636273,-88.905481
1909694,121212589900,FORMATION_TOPS, ,nan,Cypress,,2116.0,,38.636273,-88.905481
1909695,121212589900,FORMATION_TOPS, ,nan,Downeys Bluff,,2287.0,,38.636273,-88.905481
1909696,121212589900,FORMATION_TOPS, ,nan,Glen Dean,,1891.0,,38.636273,-88.905481
1909697,121212589900,FORMATION_TOPS, ,nan,Glen Dean Lower,,1966.0,,38.636273,-88.905481
1909698,121212589900,FORMATION_TOPS, ,nan,Golconda,,1965.0,,38.636273,-88.905481
1909699,121212589900,FORMATION_TOPS, ,nan,McClosky,,2422.0,,38.636273,-88.905481
1909700,121212589900,FORMATION_TOPS, ,nan,Paint Creek Lower,,2208.0,,38.636273,-88.905481
1909701,121212589900,FORMATION_TOPS, ,nan,Renault,,2355.0,,38.636273,-88.905481
1909702,121212589900,FORMATION_TOPS, ,nan,Renault Lower,,2355.0,,38.636273,-88.905481
1909703,121212589900,FORMATION_TOPS, ,nan,Ridenhower,,2186.0,,38.636273,-88.905481
1909704,121212589900,FORMATION_TOPS, ,nan,Spar Mountain,,2448.0,,38.636273,-88.905481
1910704,121212589900,FORMATION_TOPS, ,nan,Ste Genevieve,,2406.0,,38.636273,-88.905481
1910705,121212589900,FORMATION_TOPS, ,nan,Tar Springs,,1797.0,,38.636273,-88.905481
529830,120330155400,FORMATION_TOPS, ,nan,Aux Vases,,1582.0,1604.0,38.900066,-87.704707
529831,120330155400,FORMATION_TOPS, ,nan,Barlow,,1345.0,1372.0,38.900066,-87.704707
529832,120330155400,FORMATION_TOPS, ,nan,Benoist,,1530.0,1546.0,38.900066,-87.704707
529833,120330155400,FORMATION_TOPS, ,nan,Cypress,,1464.0,1506.0,38.900066,-87.704707
529834,120330155400,FORMATION_TOPS, ,nan,Paint Creek Lower,,1524.0,1530.0,38.900066,-87.704707
529835,120330155400,FORMATION_TOPS, ,nan,Pennsylvanian,,0.0,1345.0,38.900066,-87.704707
529836,120330155400,FORMATION_TOPS, ,nan,Renault Lower,,1580.0,1582.0,38.900066,-87.704707
529837,120330155400,FORMATION_TOPS, ,nan,Renault Upper,,1551.0,1565.0,38.900066,-87.704707
529838,120330155400,FORMATION_TOPS, ,nan,Ste Genevieve,,1604.0,,38.900066,-87.704707
529839,120330155400,FORMATION_TOPS,nan,nan,Danville Coal #7,,423.0,,38.900066,-87.704707
529840,120330155400,FORMATION_TOPS,nan,nan,Herrin Coal #6,,464.0,,38.900066,-87.704707
516205,120315036400,HWYBRIDGE_LOG,nan,nan,"1"" Bituminous pavement, Fill - crushed stone subbase",1.0,0.0,1.0,41.962713,-87.744407
516206,120315036400,HWYBRIDGE_LOG,nan,nan,"Dense gray silty loam, damp to moist A-4/A-6",2.5,5.5,8.0,41.962713,-87.744407
516207,120315036400,HWYBRIDGE_LOG,nan,nan,"Dense to very dense gray clay loam, some gravel, occasional cobble, damp to moist A-4",11.0,28.0,39.0,41.962713,-87.744407
516208,120315036400,HWYBRIDGE_LOG,nan,nan,"Hard gray clay with silt layers, moist A-6",2.5,25.5,28.0,41.962713,-87.744407
516209,120315036400,HWYBRIDGE_LOG,nan,nan,"Hard gray clay, trace gravel, damp to moist A-6",7.5,13.0,20.5,41.962713,-87.744407
516210,120315036400,HWYBRIDGE_LOG,nan,nan,"Hard to very tough gray clay loam, moist A-6",5.0,8.0,13.0,41.962713,-87.744407
516211,120315036400,HWYBRIDGE_LOG,nan,nan,"Very tough to hard gray clay, trace gravel, moist A-6",4.5,1.0,5.5,41.962713,-87.744407
516212,120315036400,HWYBRIDGE_LOG,nan,nan,"Very tough to hard gray clay, trace gravel, moist A-6",5.0,20.5,25.5,41.962713,-87.744407
2113359,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,black shale,2.0,250.0,252.0,38.197624,-89.564085
2113360,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,clay,27.0,1.0,28.0,38.197624,-89.564085
2113361,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,coal,1.0,228.0,229.0,38.197624,-89.564085
2113362,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,coal,6.8,263.9,270.7,38.197624,-89.564085
2113363,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,dark gray shale,2.0,243.0,245.0,38.197624,-89.564085
2113364,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,dark gray shale,2.2,261.7,263.9,38.197624,-89.564085
2113365,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,dark gray shale,5.8,252.6,258.4,38.197624,-89.564085
2113366,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,dark sandy shale,14.0,211.0,225.0,38.197624,-89.564085
2113367,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,green shale,1.5,236.5,238.0,38.197624,-89.564085
2113368,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,lime,0.85,273.35,274.2,38.197624,-89.564085
2113369,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,lime,1.3,281.7,283.0,38.197624,-89.564085
2113370,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,lime,1.5,83.0,84.5,38.197624,-89.564085
2113371,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,lime,1.8,278.85,280.65,38.197624,-89.564085
2113372,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,lime,2.5,50.5,53.0,38.197624,-89.564085
2113373,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,lime,2.5,247.5,250.0,38.197624,-89.564085
2113374,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,lime,3.0,79.0,82.0,38.197624,-89.564085
2113375,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,lime,3.0,240.0,243.0,38.197624,-89.564085
2113376,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,lime,4.0,232.5,236.5,38.197624,-89.564085
2113377,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,lime,8.0,203.0,211.0,38.197624,-89.564085
2113378,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,lime Core #1,0.6,252.0,252.6,38.197624,-89.564085
2113379,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,lime dark gray,3.3,258.4,261.7,38.197624,-89.564085
2113380,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,lime sandy,1.0,197.0,198.0,38.197624,-89.564085
2113381,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,sand,3.0,225.0,228.0,38.197624,-89.564085
2113382,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,sand,9.0,92.0,101.0,38.197624,-89.564085
2113383,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,sandy shale,2.0,238.0,240.0,38.197624,-89.564085
2113384,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,sandy shale,2.5,245.0,247.5,38.197624,-89.564085
2113385,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,sandy shale,4.0,88.0,92.0,38.197624,-89.564085
2113386,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,sandy shale,5.0,198.0,203.0,38.197624,-89.564085
2113387,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,sandy shale,8.0,53.0,61.0,38.197624,-89.564085
2113388,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,sandy shale,10.5,40.0,50.5,38.197624,-89.564085
2113389,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,sandy shale,12.0,67.0,79.0,38.197624,-89.564085
2113390,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,sandy shale,96.0,101.0,197.0,38.197624,-89.564085
2113391,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,shale,0.65,272.7,273.35,38.197624,-89.564085
2113392,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,shale,1.0,82.0,83.0,38.197624,-89.564085
2113393,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,shale,3.5,229.0,232.5,38.197624,-89.564085
2113394,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,shale,12.0,28.0,40.0,38.197624,-89.564085
2113395,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,shale gray,3.5,84.5,88.0,38.197624,-89.564085
2113396,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,shale with lime,1.05,280.65,281.7,38.197624,-89.564085
2113397,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,shale with lime,4.65,274.2,278.85,38.197624,-89.564085
2113398,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,shaley sand,6.0,61.0,67.0,38.197624,-89.564085
2113399,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,topsoil,1.0,0.0,1.0,38.197624,-89.564085
2113400,121452898000,DESCRIPTIONS,CO,1/1/1901 0:00:00,underclay,2.0,270.7,272.7,38.197624,-89.564085
477034,120314479000,HWYBRIDGE_LOG,nan,nan,"fill: intermixed gravel and brwon silty clay; slag, cinders & concrete rubble noted A-6 silty clay loam",4.0,0.0,4.0,41.756203,-87.865421
477035,120314479000,HWYBRIDGE_LOG,nan,nan,limestone fragments,0.9,16.5,17.4,41.756203,-87.865421
477036,120314479000,HWYBRIDGE_LOG,nan,nan,"probable fill: brwon & gray clayey silt, some coarse-fine sand, little coarse-fine gravel interittent boulders noted below 5' A-6 silty clay",7.0,4.0,11.0,41.756203,-87.865421
477037,120314479000,HWYBRIDGE_LOG,nan,nan,"soft dark gray clayey silt, little medium-fine sand; organic matter noted A-6 clay",2.0,11.0,13.0,41.756203,-87.865421
477038,120314479000,HWYBRIDGE_LOG,nan,nan,"very stiff gray clayey (-) silt, some coarse-fine sand, little medium-fine gravel; gravel seams & limestone fragments noted A-4 silty loam",3.5,13.0,16.5,41.756203,-87.865421
2651007,121912982600,FORMATION_TOPS, ,nan,Barlow,,2629.0,,38.578552,-88.269909
2651008,121912982600,FORMATION_TOPS, ,nan,Cypress Middle,,2746.0,,38.578552,-88.269909
2651009,121912982600,FORMATION_TOPS, ,nan,Cypress Upper,,2678.0,,38.578552,-88.269909
2651010,121912982600,FORMATION_TOPS, ,nan,McClosky,,3043.0,,38.578552,-88.269909
2651011,121912982600,FORMATION_TOPS, ,nan,Renault Lower,,2930.0,,38.578552,-88.269909
2651012,121912982600,FORMATION_TOPS, ,nan,Rosiclare,,3031.0,,38.578552,-88.269909
2651013,121912982600,FORMATION_TOPS, ,nan,Salem,,3397.0,,38.578552,-88.269909
2651014,121912982600,FORMATION_TOPS, ,nan,St Louis,,3120.0,,38.578552,-88.269909
2651015,121912982600,FORMATION_TOPS, ,nan,Ste Genevieve,,2996.0,,38.578552,-88.269909
2616318,121910424100,FORMATION_TOPS, ,nan,Aux Vases,,2901.0,2912.0,38.481486,-88.676775
2616319,121910424100,FORMATION_TOPS, ,nan,Barlow,,2521.0,2532.0,38.481486,-88.676775
2616320,121910424100,FORMATION_TOPS, ,nan,Bethel,,2672.0,2765.0,38.481486,-88.676775
2616321,121910424100,FORMATION_TOPS, ,nan,Cypress,,2566.0,2642.0,38.481486,-88.676775
2616322,121910424100,FORMATION_TOPS, ,nan,Renault,,2774.0,2901.0,38.481486,-88.676775
2140750,121532074500,HWYBRIDGE_LOG,nan,nan,dense grey coarse grained sand some gravel,2.5,37.5,40.0,37.102851,-89.18945
2140751,121532074500,HWYBRIDGE_LOG,nan,nan,dense grey fine to coarse grained sand,8.5,40.0,48.5,37.102851,-89.18945
2140752,121532074500,HWYBRIDGE_LOG,nan,nan,encountered water,0.0,17.5,17.5,37.102851,-89.18945
2140753,121532074500,HWYBRIDGE_LOG,nan,nan,loose to medium brown fine to coarse grained sand,5.0,20.0,25.0,37.102851,-89.18945
2140754,121532074500,HWYBRIDGE_LOG,nan,nan,medium brown coarse grained sand and gravel,5.0,25.0,30.0,37.102851,-89.18945
2140755,121532074500,HWYBRIDGE_LOG,nan,nan,medium brown coarse grained sand some gravel,2.5,17.5,20.0,37.102851,-89.18945
2140756,121532074500,HWYBRIDGE_LOG,nan,nan,medium brown fine to coarse grained sand,7.5,30.0,37.5,37.102851,-89.18945
2140757,121532074500,HWYBRIDGE_LOG,nan,nan,medium moist brown sandy loam A-4 (0),2.5,15.0,17.5,37.102851,-89.18945
2140758,121532074500,HWYBRIDGE_LOG,nan,nan,medium moist brown silty clay A-6 (10),2.5,2.5,5.0,37.102851,-89.18945
2140759,121532074500,HWYBRIDGE_LOG,nan,nan,medium moist dark brown silty clay loam A-4 (8),2.5,0.0,2.5,37.102851,-89.18945
2140760,121532074500,HWYBRIDGE_LOG,nan,nan,soft moist brown sandy loam A-4(0),2.5,5.0,7.5,37.102851,-89.18945
2140761,121532074500,HWYBRIDGE_LOG,nan,nan,stiff moist brown mottled grey clay A7-6 (15),2.5,7.5,10.0,37.102851,-89.18945
2140762,121532074500,HWYBRIDGE_LOG,nan,nan,stiff moist brown mottled grey clay above clay loam A-6 (12),5.0,10.0,15.0,37.102851,-89.18945
1832621,121190005800,WFORMATIONS,nan,nan,clay,10.0,0.0,10.0,38.974183,-89.995881
1832622,121190005800,WFORMATIONS,nan,nan,"clay, gravelly",11.0,10.0,21.0,38.974183,-89.995881
1832623,121190005800,WFORMATIONS,nan,nan,"clay, gravelly",20.0,63.0,83.0,38.974183,-89.995881
1832624,121190005800,WFORMATIONS,nan,nan,"clay, sandy",94.0,83.0,177.0,38.974183,-89.995881
1832625,121190005800,WFORMATIONS,nan,nan,"clay, shale",2.0,320.0,322.0,38.974183,-89.995881
1832626,121190005800,WFORMATIONS,nan,nan,"clay, shale",4.0,278.0,282.0,38.974183,-89.995881
1832627,121190005800,WFORMATIONS,nan,nan,"clay, shale",5.0,218.0,223.0,38.974183,-89.995881
1832628,121190005800,WFORMATIONS,nan,nan,coal,1.0,319.0,320.0,38.974183,-89.995881
1832629,121190005800,WFORMATIONS,nan,nan,coal,2.0,229.0,231.0,38.974183,-89.995881
1832630,121190005800,WFORMATIONS,nan,nan,coal,2.0,313.0,315.0,38.974183,-89.995881
1832631,121190005800,WFORMATIONS,nan,nan,coal,3.0,275.0,278.0,38.974183,-89.995881
1832632,121190005800,WFORMATIONS,nan,nan,lime shale,13.0,294.0,307.0,38.974183,-89.995881
1832633,121190005800,WFORMATIONS,nan,nan,limestone,1.0,272.0,273.0,38.974183,-89.995881
1832634,121190005800,WFORMATIONS,nan,nan,limestone,4.0,282.0,286.0,38.974183,-89.995881
1832635,121190005800,WFORMATIONS,nan,nan,sand & gravel,42.0,21.0,63.0,38.974183,-89.995881
1832636,121190005800,WFORMATIONS,nan,nan,"sand, shale",2.0,315.0,317.0,38.974183,-89.995881
1832637,121190005800,WFORMATIONS,nan,nan,"sand, shale",19.0,177.0,196.0,38.974183,-89.995881
1832638,121190005800,WFORMATIONS,nan,nan,"sandstone, shaly",35.0,231.0,266.0,38.974183,-89.995881
1832639,121190005800,WFORMATIONS,nan,nan,"shale, black",2.0,273.0,275.0,38.974183,-89.995881
1832640,121190005800,WFORMATIONS,nan,nan,"shale, black",2.0,317.0,319.0,38.974183,-89.995881
1832641,121190005800,WFORMATIONS,nan,nan,"shale, blue",6.0,223.0,229.0,38.974183,-89.995881
1832642,121190005800,WFORMATIONS,nan,nan,"shale, blue",6.0,266.0,272.0,38.974183,-89.995881
1832643,121190005800,WFORMATIONS,nan,nan,"shale, dark blue",6.0,307.0,313.0,38.974183,-89.995881
1832644,121190005800,WFORMATIONS,nan,nan,"shale, light blue",8.0,286.0,294.0,38.974183,-89.995881
1832645,121190005800,WFORMATIONS,nan,nan,"shale, soft, blue",12.0,206.0,218.0,38.974183,-89.995881
1832646,121190005800,WFORMATIONS,nan,nan,"shale, soft, white",10.0,196.0,206.0,38.974183,-89.995881
374774,120312623600,WFORMATIONS,nan,nan,limestone,30.0,130.0,160.0,42.143097,-88.233784
374775,120312623600,WFORMATIONS,nan,nan,overburden,130.0,0.0,130.0,42.143097,-88.233784
1854335,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,"clay gray, sandy",30.0,24.0,54.0,38.932755,-89.688954
1854336,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,clay tan w/sandy sections,22.0,0.0,22.0,38.932755,-89.688954
1854337,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,"clay-shale gray soft, weak, badly broken up (wedged in core barrel in several spots), few obscure limestone nodules",4.3,461.9,466.2,38.932755,-89.688954
1854338,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,"clay-shale gray, very soft, plastic and broken up (partially pulverized & wedged in core barrel)",4.1,453.1,457.2,38.932755,-89.688954
1854339,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,clay-shale gray; base of glacial 72',8.0,64.0,72.0,38.932755,-89.688954
1854340,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,clay-shale tan,10.0,54.0,64.0,38.932755,-89.688954
1854341,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,coal,1.2,451.9,453.1,38.932755,-89.688954
1854342,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,coal #8,2.0,204.5,206.5,38.932755,-89.688954
1854343,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,coal & black carbonaceous shale,0.1,422.8,422.9,38.932755,-89.688954
1854344,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,"coal (badly broken in part), possible losses",1.82,450.0,451.82,38.932755,-89.688954
1854345,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,"limestone dark gray, dense w/small fine light gray limestone scattered fragments, very argillaceous, hard",2.6,420.0,422.6,38.932755,-89.688954
1854346,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,"limestone dark to light gray, argillaceous to dense, hard-Brereton ls.(431.7-446.7)",7.95,431.7,439.65,38.932755,-89.688954
1854347,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,"limestone gray to dark gray, dense, hard w/scattered thin dark gray shale partings",6.7,440.0,446.7,38.932755,-89.688954
1854348,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,"limestone gray, dense, argillaceous, hard-Bankston Fork ls.(423.8-429.3)",0.85,423.8,424.65,38.932755,-89.688954
1854349,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,"limestone light buff & tan, dense, hard",4.65,424.65,429.3,38.932755,-89.688954
1854350,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,limestone shaly in bottom-Piasa ls.,6.5,401.5,408.0,38.932755,-89.688954
1854351,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,"limestone, gray & dark mottled nodular to dense, hard",2.4,459.5,461.9,38.932755,-89.688954
1854352,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,limestone-Carlinville ls.,1.3,169.0,170.3,38.932755,-89.688954
1854353,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,limestone-Carlinville ls.,3.0,163.5,166.5,38.932755,-89.688954
1854354,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,loss,0.15,449.85,450.0,38.932755,-89.688954
1854355,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,loss,0.65,429.35,430.0,38.932755,-89.688954
1854356,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,loss,2.3,457.2,459.5,38.932755,-89.688954
1854357,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,no record,0.08,451.82,451.9,38.932755,-89.688954
1854358,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,no record,0.35,439.65,440.0,38.932755,-89.688954
1854359,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,no record,3.3,466.2,469.5,38.932755,-89.688954
1854360,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,sand & gravel,2.0,22.0,24.0,38.932755,-89.688954
1854361,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,shale black,2.5,166.5,169.0,38.932755,-89.688954
1854362,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,shale dark gray,2.0,412.0,414.0,38.932755,-89.688954
1854363,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,shale dark gray & black,0.5,204.0,204.5,38.932755,-89.688954
1854364,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,"shale dark gray & black to dark greenish, firm",0.5,422.9,423.4,38.932755,-89.688954
1854365,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,"shale dark gray soft, weak, pulverized",0.4,423.4,423.8,38.932755,-89.688954
1854366,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,"shale dark gray to black, dense, hard, slightly calcareous",0.2,422.6,422.8,38.932755,-89.688954
1854367,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,shale gray,4.0,408.0,412.0,38.932755,-89.688954
1854368,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,shale gray,33.2,170.8,204.0,38.932755,-89.688954
1854369,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,shale gray sandy,53.5,206.5,260.0,38.932755,-89.688954
1854370,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,shale gray w/limestone nodules,6.0,414.0,420.0,38.932755,-89.688954
1854371,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,shale gray w/sandy streaks,60.0,340.0,400.0,38.932755,-89.688954
1854372,121192402800,DESCRIPTIONS,COM,3/10/2004 12:46:31,shale gray w/sandy streaks,91.5,72.0,163.5,38.932755,-89.688954
