,API_NUMBER,LATITUDE,LONGITUDE
540686,120932281800,41.61332,-88.47478
595779,120314151100,41.8575,-87.7553
113674,120330781000,39.088288,-87.788647
561511,120893164200,42.127465,-88.309833
632883,121450283400,38.039126,-89.259606
184068,121930440001,38.182067,-87.992942
450959,120973856900,42.464558,-87.827388
180131,121210272602,38.541329,-89.014402
534433,120973970500,42.382181,-88.143488
299258,120333753701,39.03366,-87.800281
517036,121973508200,41.585607,-87.946032
257801,120974416100,42.348638,-88.14713
477857,120312473200,41.66392,-87.955053
109997,120810146900,38.243742,-88.743865
625274,121433567700,40.666904,-89.733548
335840,121212761400,38.621376,-88.743212
127199,120230192900,39.188645,-87.9306
445004,121832437500,40.169087,-87.643462
339494,121252106400,40.136465,-90.018038
366631,122032192800,40.828999,-89.517459
436144,120390037500,40.236394,-88.63436
528366,121770025400,42.307569,-89.904569
572104,120752264000,40.615303,-88.004901
271208,121470016500,39.795348,-88.663509
445469,121832356800,40.188486,-87.693828
387038,121090013700,40.323563,-90.513956
235412,120313724400,41.701718,-87.793398
242362,120072181700,42.294572,-88.93512
305864,120852488300,42.499978,-90.46099
619472,121572369500,38.212387,-89.693792
517015,121973506000,41.497874,-87.792834
89878,121092125700,40.287374,-90.755248
479693,121952274700,41.90017,-90.1214
350168,121772298100,42.247095,-89.410323
488374,121570266900,38.066076,-89.834438
83336,120890062900,41.758747,-88.443306
513752,121973492400,41.449668,-87.924566
147762,120510367000,39.102981,-88.898668
455101,120990118000,41.615109,-88.717992
389926,121114558800,42.402854,-88.220055
574880,120792474200,38.861841,-88.131379
473187,120310339900,42.048985,-88.2292
270248,121450179700,37.960902,-89.569489
337640,121252129100,40.134111,-89.739034
94087,121912870400,38.532156,-88.310864
83601,121890143400,38.477079,-89.426064
135112,121210254001,38.561506,-89.000315
115753,120092198000,39.929641,-90.617232
222136,120670012900,40.269183,-90.951824
578694,121110054800,42.274031,-88.286226
583386,121112817200,42.24429,-88.242736
184711,120330807501,38.881382,-87.729272
156884,120230604900,39.400596,-88.004311
200770,120893639000,41.903632,-88.360646
257004,120752307000,40.969796,-88.114548
409251,120974823900,42.442664,-87.944136
372799,120192475300,40.249581,-88.077307
454539,120990222600,41.626518,-88.649199
10389,121850447001,38.418784,-87.91716
56487,121650250400,37.833717,-88.412173
351385,121612412600,41.464167,-90.564444
83845,121850287100,38.547838,-87.692905
407857,121114095400,42.282581,-88.332312
289358,121770074200,42.387114,-89.631319
52458,120330018301,38.908129,-87.793735
303154,120112342200,41.54047,-89.17712
493118,121632646400,38.424247,-90.001076
578602,121112251800,42.36792,-88.296688
180877,121930501001,38.100296,-88.257773
465109,121332248400,38.325874,-90.167643
405956,121832597400,40.267612,-87.803547
444256,121830017100,40.041786,-87.826598
267497,121450070200,38.054715,-89.250517
294774,121973372600,41.533977,-88.066692
34534,120333484900,39.02902,-87.753478
388605,121052248400,40.919988,-88.64197
297583,121973422300,41.562084,-88.142081
541000,120932218700,41.657776,-88.446024
618585,121013265400,38.713997,-87.672735
393196,120973383400,42.281541,-88.041907
292557,120392186700,40.124751,-88.858343
573078,120730074100,41.44667,-90.251545
536996,120692111700,37.459862,-88.377092
288863,121672583200,39.705876,-89.529438
157914,120331208000,38.984222,-87.858735
419021,120974779500,42.43247,-87.804673
74612,120510344400,39.116322,-88.837183
120211,121210184700,38.479586,-88.92589
630020,121430054400,40.538129,-89.854717
534988,120012277000,39.882701,-91.330445
111556,120330938700,38.959695,-87.873038
56104,121350157200,39.260146,-89.443535
548285,120252644100,38.756651,-88.284802
544482,120970364600,42.169628,-88.063309
189719,121010034700,38.614483,-87.813356
155097,121852691400,38.547179,-87.918001
531472,121832236900,40.192558,-87.659282
188960,121933213901,38.162336,-87.962298
333637,121113692500,42.242543,-88.204595
58123,121850066400,38.541328,-87.862063
325177,120652560500,38.202336,-88.374455
602488,120315126900,42.053657,-87.868173
